algorithm,round,train_loss,MAE,RMSE,R2,PPA
FedNova,17,85.51538391113282,18.38053321838379,20.987934824634962,-3.8943710327148438,22.22222222222222
FedNova,18,75.38927001953125,17.548521041870117,20.325972094873162,-3.590501308441162,22.22222222222222
FedNova,19,66.58255004882812,16.774911880493164,19.166064089825863,-3.081533432006836,0.0
FedNova,20,99.83754348754883,17.004436492919922,19.403765975531737,-3.183401584625244,0.0
FedNova,21,83.13833236694336,17.05905532836914,19.557123487403828,-3.2497897148132324,22.22222222222222
FedNova,22,72.23388442993163,17.11894416809082,19.779462640172618,-3.346968173980713,22.22222222222222
FedNova,23,83.66763381958008,17.416357040405273,19.79281418000135,-3.3528389930725098,22.22222222222222
FedNova,24,64.9532257080078,17.059856414794922,19.38426331606751,-3.1749963760375977,11.11111111111111
FedNova,25,62.192277145385745,18.33768653869629,21.349551394035483,-4.064481258392334,0.0
FedNova,26,91.47176208496094,17.778488159179688,20.52626253396563,-3.6814160346984863,0.0
FedNova,27,74.07697372436523,17.730878829956055,20.495691358376096,-3.6674818992614746,11.11111111111111
FedNova,28,50.297554397583006,17.369043350219727,19.365262642597877,-3.166815757751465,0.0
FedNova,29,116.54283905029297,18.28003692626953,20.756578252965596,-3.7870612144470215,22.22222222222222
FedNova,30,85.32384643554687,17.833263397216797,20.36666081621468,-3.608898639678955,11.11111111111111
FedNova,31,97.33722839355468,18.849720001220703,22.156283057098047,-4.45445442199707,11.11111111111111
FedNova,32,87.93997344970703,17.396018981933594,19.659432497730258,-3.294370174407959,11.11111111111111
FedNova,33,78.06719665527343,18.752784729003906,21.774312078775445,-4.268007278442383,11.11111111111111
FedNova,34,63.74330368041992,17.099653244018555,19.38282667018829,-3.17437744140625,11.11111111111111
FedNova,35,75.03269729614257,18.479347229003906,21.463390319878112,-4.1186347007751465,11.11111111111111
FedNova,36,60.85136947631836,19.03913688659668,22.617557882329976,-4.683932304382324,11.11111111111111
FedNova,37,81.81817398071288,18.136260986328125,20.509705269796207,-3.6738667488098145,0.0
FedNova,38,70.20326766967773,18.99469757080078,22.049800340782213,-4.402152061462402,11.11111111111111
FedNova,39,80.77780609130859,18.11565589904785,20.730947548997776,-3.7752466201782227,11.11111111111111
FedNova,40,82.77699813842773,19.962024688720703,23.84026330175225,-5.315091133117676,11.11111111111111
FedNova,41,79.40013046264649,19.31188201904297,22.182561620314786,-4.467400074005127,11.11111111111111
FedNova,42,90.02025985717773,18.317646026611328,21.24877710750558,-4.016783714294434,11.11111111111111
FedNova,43,77.59495010375977,19.23119354248047,22.567852199109673,-4.658977031707764,11.11111111111111
